category,nct,pmid,pubmed_url,ctgov_url,design_summary,arm_name,tt_12mo,pipeline_label,ctgov_type,ctgov_label,pubmed_designation,pubmed_evidence,current_final_label,this_arm_unresolved,HUMAN_DECISION (intervention/control/exclude),HUMAN_NOTES,abstract_full
B: primary resolved; secondary arm not in abstract,NCT03336333,35810754,https://pubmed.ncbi.nlm.nih.gov/35810754,https://clinicaltrials.gov/study/NCT03336333,SEQUOIA phase 3 trial in untreated CLL/SLL: patients without del(17p) randomized to zanubrutinib (group A) versus bendamustine-rituximab (group B); del(17p) patients in group C received zanubrutinib. Abstract does not describe a venetoclax+zanubrutinib arm.,Arm D (Venetoclax + Zanubrutinib),17.0,intervention,EXPERIMENTAL,intervention,unresolved,,intervention,True,,,"7. Lancet Oncol. 2022 Aug;23(8):1031-1043. doi: 10.1016/S1470-2045(22)00293-5.
Epub  2022 Jul 7.

Zanubrutinib versus bendamustine and rituximab in untreated chronic lymphocytic 
leukaemia and small lymphocytic lymphoma (SEQUOIA): a randomised, controlled, 
phase 3 trial.

Huang J(24), Robak T(26), Hillmen P(27).

BACKGROUND: Zanubrutinib is a next-generation, selective Bruton tyrosine kinase 
inhibitor with efficacy in relapsed chronic lymphocytic leukemia (CLL) and small 
lymphocytic lymphoma (SLL). We compared zanubrutinib with bendamustine-rituximab 
to determine its effectiveness as frontline therapy in patients with CLL or SLL.
METHODS: We conducted an open-label, multicentre, phase 3 study at 153 academic 
or community hospitals in 14 countries and regions. Eligible patients had 
untreated CLL or SLL requiring treatment as per International Workshop on CLL 
criteria; were aged 65 years or older, or 18 years or older and had 
comorbidities; and had an Eastern Cooperative Oncology Group performance status 
score of 0-2. A central interactive web response system randomly assigned 
patients without del(17)(p13·1) to zanubrutinib (group A) or 
bendamustine-rituximab (group B) by sequential block method (permutated blocks 
with a random block size of four). Patients with del(17)(p13·1) were enrolled in 
group C and received zanubrutinib. Zanubrutinib was administered orally at 160 
mg twice per day (28-day cycles); bendamustine at 90 mg/m2 of body surface area 
on days 1 and 2 for six cycles plus rituximab at 375 mg/m2 of body surface area 
the day before or on day 1 of cycle 1, and 500 mg/m2 of body surface area on day 
1 of cycles 2-6, were administered intravenously. The primary endpoint was 
progression-free survival per independent review committee in the 
intention-to-treat population in groups A and B, with minimum two-sided α of 
0·05 for superiority. Safety was analysed in all patients who received at least 
one dose of study treatment. The study is registered with ClinicalTrials.gov, 
NCT03336333, and is closed to recruitment.
FINDINGS: Between Oct 31, 2017, and July 22, 2019, 590 patients were enrolled; 
patients without del(17)(p13·1) were randomly assigned to zanubrutinib (group A; 
n=241) or bendamustine-rituximab (group B; n=238). At median follow-up of 26·2 
months (IQR 23·7-29·6), median progression-free survival per independent review 
committee was not reached in either group (group A 95% CI not estimable [NE] to 
NE; group B 28·1 months to NE). Progression-free survival was significantly 
improved in group A versus group B (HR 0·42 [95% CI 0·28 to 0·63]; two-sided 
p<0·0001). The most common grade 3 or worse adverse event was neutropenia (27 
[11%] of 240 patients in group A, 116 [51%] of 227 in group B, and 17 [15%] of 
111 patients in group C). Serious adverse events occurred in 88 (37%) of 240 
patients in group A, 113 (50%) of 227 patients in group B, and 45 (41%) of 111 
patients in group C. Adverse events leading to death occurred in 11 (5%) of 240 
patients in group A, 12 (5%) of 227 patients in group B, and three (3%) of 111 
patients in group C, most commonly due to COVID-19 (four [2%] of 240 patients in 
group A), diarrhoea, and aspiration pneumonia (two each [1%] of 227 patients in 
group B).
INTERPRETATION: Zanubrutinib significantly improved progression-free survival 
versus bendamustine-rituximab, with an acceptable safety profile consistent with 
previous studies. These data support zanubrutinib as a potential new treatment 
option for untreated CLL and SLL.
FUNDING: BeiGene."
B: primary resolved; secondary arm not in abstract,NCT03336333,35810754,https://pubmed.ncbi.nlm.nih.gov/35810754,https://clinicaltrials.gov/study/NCT03336333,SEQUOIA phase 3 trial in untreated CLL/SLL: patients without del(17p) randomized to zanubrutinib (group A) versus bendamustine-rituximab (group B); del(17p) patients in group C received zanubrutinib. Abstract does not describe a venetoclax+zanubrutinib arm.,Arm B (Bendamustine + Rituximab),17.0,control,EXPERIMENTAL,intervention,control,randomly assigned patients without del(17)(p13.1) to zanubrutinib (group A) or bendamustine-rituximab (group B),control,False,,,"7. Lancet Oncol. 2022 Aug;23(8):1031-1043. doi: 10.1016/S1470-2045(22)00293-5.
Epub  2022 Jul 7.

Zanubrutinib versus bendamustine and rituximab in untreated chronic lymphocytic 
leukaemia and small lymphocytic lymphoma (SEQUOIA): a randomised, controlled, 
phase 3 trial.

Huang J(24), Robak T(26), Hillmen P(27).

BACKGROUND: Zanubrutinib is a next-generation, selective Bruton tyrosine kinase 
inhibitor with efficacy in relapsed chronic lymphocytic leukemia (CLL) and small 
lymphocytic lymphoma (SLL). We compared zanubrutinib with bendamustine-rituximab 
to determine its effectiveness as frontline therapy in patients with CLL or SLL.
METHODS: We conducted an open-label, multicentre, phase 3 study at 153 academic 
or community hospitals in 14 countries and regions. Eligible patients had 
untreated CLL or SLL requiring treatment as per International Workshop on CLL 
criteria; were aged 65 years or older, or 18 years or older and had 
comorbidities; and had an Eastern Cooperative Oncology Group performance status 
score of 0-2. A central interactive web response system randomly assigned 
patients without del(17)(p13·1) to zanubrutinib (group A) or 
bendamustine-rituximab (group B) by sequential block method (permutated blocks 
with a random block size of four). Patients with del(17)(p13·1) were enrolled in 
group C and received zanubrutinib. Zanubrutinib was administered orally at 160 
mg twice per day (28-day cycles); bendamustine at 90 mg/m2 of body surface area 
on days 1 and 2 for six cycles plus rituximab at 375 mg/m2 of body surface area 
the day before or on day 1 of cycle 1, and 500 mg/m2 of body surface area on day 
1 of cycles 2-6, were administered intravenously. The primary endpoint was 
progression-free survival per independent review committee in the 
intention-to-treat population in groups A and B, with minimum two-sided α of 
0·05 for superiority. Safety was analysed in all patients who received at least 
one dose of study treatment. The study is registered with ClinicalTrials.gov, 
NCT03336333, and is closed to recruitment.
FINDINGS: Between Oct 31, 2017, and July 22, 2019, 590 patients were enrolled; 
patients without del(17)(p13·1) were randomly assigned to zanubrutinib (group A; 
n=241) or bendamustine-rituximab (group B; n=238). At median follow-up of 26·2 
months (IQR 23·7-29·6), median progression-free survival per independent review 
committee was not reached in either group (group A 95% CI not estimable [NE] to 
NE; group B 28·1 months to NE). Progression-free survival was significantly 
improved in group A versus group B (HR 0·42 [95% CI 0·28 to 0·63]; two-sided 
p<0·0001). The most common grade 3 or worse adverse event was neutropenia (27 
[11%] of 240 patients in group A, 116 [51%] of 227 in group B, and 17 [15%] of 
111 patients in group C). Serious adverse events occurred in 88 (37%) of 240 
patients in group A, 113 (50%) of 227 patients in group B, and 45 (41%) of 111 
patients in group C. Adverse events leading to death occurred in 11 (5%) of 240 
patients in group A, 12 (5%) of 227 patients in group B, and three (3%) of 111 
patients in group C, most commonly due to COVID-19 (four [2%] of 240 patients in 
group A), diarrhoea, and aspiration pneumonia (two each [1%] of 227 patients in 
group B).
INTERPRETATION: Zanubrutinib significantly improved progression-free survival 
versus bendamustine-rituximab, with an acceptable safety profile consistent with 
previous studies. These data support zanubrutinib as a potential new treatment 
option for untreated CLL and SLL.
FUNDING: BeiGene."
B: primary resolved; secondary arm not in abstract,NCT03336333,35810754,https://pubmed.ncbi.nlm.nih.gov/35810754,https://clinicaltrials.gov/study/NCT03336333,SEQUOIA phase 3 trial in untreated CLL/SLL: patients without del(17p) randomized to zanubrutinib (group A) versus bendamustine-rituximab (group B); del(17p) patients in group C received zanubrutinib. Abstract does not describe a venetoclax+zanubrutinib arm.,Arm A/C (Zanubrutinib),11.0,intervention,EXPERIMENTAL,intervention,intervention,"Zanubrutinib is a next-generation, selective Bruton tyrosine kinase inhibitor ... We compared zanubrutinib with bendamustine-rituximab",intervention,False,,,"7. Lancet Oncol. 2022 Aug;23(8):1031-1043. doi: 10.1016/S1470-2045(22)00293-5.
Epub  2022 Jul 7.

Zanubrutinib versus bendamustine and rituximab in untreated chronic lymphocytic 
leukaemia and small lymphocytic lymphoma (SEQUOIA): a randomised, controlled, 
phase 3 trial.

Huang J(24), Robak T(26), Hillmen P(27).

BACKGROUND: Zanubrutinib is a next-generation, selective Bruton tyrosine kinase 
inhibitor with efficacy in relapsed chronic lymphocytic leukemia (CLL) and small 
lymphocytic lymphoma (SLL). We compared zanubrutinib with bendamustine-rituximab 
to determine its effectiveness as frontline therapy in patients with CLL or SLL.
METHODS: We conducted an open-label, multicentre, phase 3 study at 153 academic 
or community hospitals in 14 countries and regions. Eligible patients had 
untreated CLL or SLL requiring treatment as per International Workshop on CLL 
criteria; were aged 65 years or older, or 18 years or older and had 
comorbidities; and had an Eastern Cooperative Oncology Group performance status 
score of 0-2. A central interactive web response system randomly assigned 
patients without del(17)(p13·1) to zanubrutinib (group A) or 
bendamustine-rituximab (group B) by sequential block method (permutated blocks 
with a random block size of four). Patients with del(17)(p13·1) were enrolled in 
group C and received zanubrutinib. Zanubrutinib was administered orally at 160 
mg twice per day (28-day cycles); bendamustine at 90 mg/m2 of body surface area 
on days 1 and 2 for six cycles plus rituximab at 375 mg/m2 of body surface area 
the day before or on day 1 of cycle 1, and 500 mg/m2 of body surface area on day 
1 of cycles 2-6, were administered intravenously. The primary endpoint was 
progression-free survival per independent review committee in the 
intention-to-treat population in groups A and B, with minimum two-sided α of 
0·05 for superiority. Safety was analysed in all patients who received at least 
one dose of study treatment. The study is registered with ClinicalTrials.gov, 
NCT03336333, and is closed to recruitment.
FINDINGS: Between Oct 31, 2017, and July 22, 2019, 590 patients were enrolled; 
patients without del(17)(p13·1) were randomly assigned to zanubrutinib (group A; 
n=241) or bendamustine-rituximab (group B; n=238). At median follow-up of 26·2 
months (IQR 23·7-29·6), median progression-free survival per independent review 
committee was not reached in either group (group A 95% CI not estimable [NE] to 
NE; group B 28·1 months to NE). Progression-free survival was significantly 
improved in group A versus group B (HR 0·42 [95% CI 0·28 to 0·63]; two-sided 
p<0·0001). The most common grade 3 or worse adverse event was neutropenia (27 
[11%] of 240 patients in group A, 116 [51%] of 227 in group B, and 17 [15%] of 
111 patients in group C). Serious adverse events occurred in 88 (37%) of 240 
patients in group A, 113 (50%) of 227 patients in group B, and 45 (41%) of 111 
patients in group C. Adverse events leading to death occurred in 11 (5%) of 240 
patients in group A, 12 (5%) of 227 patients in group B, and three (3%) of 111 
patients in group C, most commonly due to COVID-19 (four [2%] of 240 patients in 
group A), diarrhoea, and aspiration pneumonia (two each [1%] of 227 patients in 
group B).
INTERPRETATION: Zanubrutinib significantly improved progression-free survival 
versus bendamustine-rituximab, with an acceptable safety profile consistent with 
previous studies. These data support zanubrutinib as a potential new treatment 
option for untreated CLL and SLL.
FUNDING: BeiGene."
B: primary resolved; secondary arm not in abstract,NCT03748641,36952634,https://pubmed.ncbi.nlm.nih.gov/36952634,https://clinicaltrials.gov/study/NCT03748641,MAGNITUDE phase III double-blind trial in metastatic castration-resistant prostate cancer: patients assigned 1:1 to niraparib plus abiraterone acetate/prednisone versus placebo plus AAP; abstract does not describe a fixed-dose-combination Cohort 3 arm.,Arm C (Cohort 3: FDC Niraparib/AA + Prednisone),18.0,intervention,EXPERIMENTAL,intervention,unresolved,,intervention,True,,,"16. J Clin Oncol. 2023 Jun 20;41(18):3339-3351. doi: 10.1200/JCO.22.01649. Epub
2023  Mar 23.

Niraparib and Abiraterone Acetate for Metastatic Castration-Resistant Prostate 
Cancer.

D(16), Diorio B(17), Lopez-Gitlitz A(16), Sandhu S(18); MAGNITUDE Principal 
Investigators.

PURPOSE: Metastatic castration-resistant prostate cancer (mCRPC) remains a 
lethal disease with current standard-of-care therapies. Homologous recombination 
repair (HRR) gene alterations, including BRCA1/2 alterations, can sensitize 
cancer cells to poly (ADP-ribose) polymerase inhibition, which may improve 
outcomes in treatment-naïve mCRPC when combined with androgen receptor signaling 
inhibition.
METHODS: MAGNITUDE (ClinicalTrials.gov identifier: NCT03748641) is a phase III, 
randomized, double-blinded study that evaluates niraparib and abiraterone 
acetate plus prednisone (niraparib + AAP) in patients with (HRR+, n = 423) or 
without (HRR-, n = 247) HRR-associated gene alterations, as prospectively 
determined by tissue/plasma-based assays. Patients were assigned 1:1 to receive 
niraparib + AAP or placebo + AAP. The primary end point, radiographic 
progression-free survival (rPFS) assessed by central review, was evaluated first 
in the BRCA1/2 subgroup and then in the full HRR+ cohort, with secondary end 
points analyzed for the full HRR+ cohort if rPFS was statistically significant. 
A futility analysis was preplanned in the HRR- cohort.
RESULTS: Median rPFS in the BRCA1/2 subgroup was significantly longer in the 
niraparib + AAP group compared with the placebo + AAP group (16.6 v 10.9 months; 
hazard ratio [HR], 0.53; 95% CI, 0.36 to 0.79; P = .001). In the overall HRR+ 
cohort, rPFS was significantly longer in the niraparib + AAP group compared with 
the placebo + AAP group (16.5 v 13.7 months; HR, 0.73; 95% CI, 0.56 to 0.96; P = 
.022). These findings were supported by improvement in the secondary end points 
of time to symptomatic progression and time to initiation of cytotoxic 
chemotherapy. In the HRR- cohort, futility was declared per the prespecified 
criteria. Treatment with niraparib + AAP was tolerable, with anemia and 
hypertension as the most reported grade ≥ 3 adverse events.
CONCLUSION: Combination treatment with niraparib + AAP significantly lengthened 
rPFS in patients with HRR+ mCRPC compared with standard-of-care AAP.
[Media: see text]."
B: primary resolved; secondary arm not in abstract,NCT03748641,36952634,https://pubmed.ncbi.nlm.nih.gov/36952634,https://clinicaltrials.gov/study/NCT03748641,MAGNITUDE phase III double-blind trial in metastatic castration-resistant prostate cancer: patients assigned 1:1 to niraparib plus abiraterone acetate/prednisone versus placebo plus AAP; abstract does not describe a fixed-dose-combination Cohort 3 arm.,Placebo + Abiraterone Acetate + Prednisone (AAP),18.0,control,EXPERIMENTAL,intervention,control,Patients were assigned 1:1 to receive niraparib + AAP or placebo + AAP,control,False,,,"16. J Clin Oncol. 2023 Jun 20;41(18):3339-3351. doi: 10.1200/JCO.22.01649. Epub
2023  Mar 23.

Niraparib and Abiraterone Acetate for Metastatic Castration-Resistant Prostate 
Cancer.

D(16), Diorio B(17), Lopez-Gitlitz A(16), Sandhu S(18); MAGNITUDE Principal 
Investigators.

PURPOSE: Metastatic castration-resistant prostate cancer (mCRPC) remains a 
lethal disease with current standard-of-care therapies. Homologous recombination 
repair (HRR) gene alterations, including BRCA1/2 alterations, can sensitize 
cancer cells to poly (ADP-ribose) polymerase inhibition, which may improve 
outcomes in treatment-naïve mCRPC when combined with androgen receptor signaling 
inhibition.
METHODS: MAGNITUDE (ClinicalTrials.gov identifier: NCT03748641) is a phase III, 
randomized, double-blinded study that evaluates niraparib and abiraterone 
acetate plus prednisone (niraparib + AAP) in patients with (HRR+, n = 423) or 
without (HRR-, n = 247) HRR-associated gene alterations, as prospectively 
determined by tissue/plasma-based assays. Patients were assigned 1:1 to receive 
niraparib + AAP or placebo + AAP. The primary end point, radiographic 
progression-free survival (rPFS) assessed by central review, was evaluated first 
in the BRCA1/2 subgroup and then in the full HRR+ cohort, with secondary end 
points analyzed for the full HRR+ cohort if rPFS was statistically significant. 
A futility analysis was preplanned in the HRR- cohort.
RESULTS: Median rPFS in the BRCA1/2 subgroup was significantly longer in the 
niraparib + AAP group compared with the placebo + AAP group (16.6 v 10.9 months; 
hazard ratio [HR], 0.53; 95% CI, 0.36 to 0.79; P = .001). In the overall HRR+ 
cohort, rPFS was significantly longer in the niraparib + AAP group compared with 
the placebo + AAP group (16.5 v 13.7 months; HR, 0.73; 95% CI, 0.56 to 0.96; P = 
.022). These findings were supported by improvement in the secondary end points 
of time to symptomatic progression and time to initiation of cytotoxic 
chemotherapy. In the HRR- cohort, futility was declared per the prespecified 
criteria. Treatment with niraparib + AAP was tolerable, with anemia and 
hypertension as the most reported grade ≥ 3 adverse events.
CONCLUSION: Combination treatment with niraparib + AAP significantly lengthened 
rPFS in patients with HRR+ mCRPC compared with standard-of-care AAP.
[Media: see text]."
B: primary resolved; secondary arm not in abstract,NCT03748641,36952634,https://pubmed.ncbi.nlm.nih.gov/36952634,https://clinicaltrials.gov/study/NCT03748641,MAGNITUDE phase III double-blind trial in metastatic castration-resistant prostate cancer: patients assigned 1:1 to niraparib plus abiraterone acetate/prednisone versus placebo plus AAP; abstract does not describe a fixed-dose-combination Cohort 3 arm.,Niraparib + Abiraterone Acetate + Prednisone (AAP),18.0,intervention,EXPERIMENTAL,intervention,intervention,Combination treatment with niraparib + AAP significantly lengthened rPFS in patients with HRR+ mCRPC compared with standard-of-care AAP,intervention,False,,,"16. J Clin Oncol. 2023 Jun 20;41(18):3339-3351. doi: 10.1200/JCO.22.01649. Epub
2023  Mar 23.

Niraparib and Abiraterone Acetate for Metastatic Castration-Resistant Prostate 
Cancer.

D(16), Diorio B(17), Lopez-Gitlitz A(16), Sandhu S(18); MAGNITUDE Principal 
Investigators.

PURPOSE: Metastatic castration-resistant prostate cancer (mCRPC) remains a 
lethal disease with current standard-of-care therapies. Homologous recombination 
repair (HRR) gene alterations, including BRCA1/2 alterations, can sensitize 
cancer cells to poly (ADP-ribose) polymerase inhibition, which may improve 
outcomes in treatment-naïve mCRPC when combined with androgen receptor signaling 
inhibition.
METHODS: MAGNITUDE (ClinicalTrials.gov identifier: NCT03748641) is a phase III, 
randomized, double-blinded study that evaluates niraparib and abiraterone 
acetate plus prednisone (niraparib + AAP) in patients with (HRR+, n = 423) or 
without (HRR-, n = 247) HRR-associated gene alterations, as prospectively 
determined by tissue/plasma-based assays. Patients were assigned 1:1 to receive 
niraparib + AAP or placebo + AAP. The primary end point, radiographic 
progression-free survival (rPFS) assessed by central review, was evaluated first 
in the BRCA1/2 subgroup and then in the full HRR+ cohort, with secondary end 
points analyzed for the full HRR+ cohort if rPFS was statistically significant. 
A futility analysis was preplanned in the HRR- cohort.
RESULTS: Median rPFS in the BRCA1/2 subgroup was significantly longer in the 
niraparib + AAP group compared with the placebo + AAP group (16.6 v 10.9 months; 
hazard ratio [HR], 0.53; 95% CI, 0.36 to 0.79; P = .001). In the overall HRR+ 
cohort, rPFS was significantly longer in the niraparib + AAP group compared with 
the placebo + AAP group (16.5 v 13.7 months; HR, 0.73; 95% CI, 0.56 to 0.96; P = 
.022). These findings were supported by improvement in the secondary end points 
of time to symptomatic progression and time to initiation of cytotoxic 
chemotherapy. In the HRR- cohort, futility was declared per the prespecified 
criteria. Treatment with niraparib + AAP was tolerable, with anemia and 
hypertension as the most reported grade ≥ 3 adverse events.
CONCLUSION: Combination treatment with niraparib + AAP significantly lengthened 
rPFS in patients with HRR+ mCRPC compared with standard-of-care AAP.
[Media: see text]."
B: primary resolved; secondary arm not in abstract,NCT04177108,38060199,https://pubmed.ncbi.nlm.nih.gov/38060199,https://clinicaltrials.gov/study/NCT04177108,"Pooled report of the ipatasertib/atezolizumab/paclitaxel triplet across three first-line mTNBC studies (two single-arm, plus randomized IPATunity170); abstract reports only the 317 triplet-treated patients and does not describe the randomized comparator/doublet/placebo arms' roles.",Arm B (Ipatasertib + Paclitaxel / Atezolizumab + Paclitaxel),41.5,intervention,EXPERIMENTAL,intervention,unresolved,,intervention,True,,,"8. Clin Cancer Res. 2024 Feb 16;30(4):767-778. doi:
10.1158/1078-0432.CCR-23-2084.

First-Line Ipatasertib, Atezolizumab, and Taxane Triplet for Metastatic 
Triple-Negative Breast Cancer: Clinical and Biomarker Results.

X(27), Shah K(28), Dent R(29).

PURPOSE: To evaluate a triplet regimen combining immune checkpoint blockade, AKT 
pathway inhibition, and (nab-) paclitaxel as first-line therapy for locally 
advanced/metastatic triple-negative breast cancer (mTNBC).
PATIENTS AND METHODS: The single-arm CO40151 phase Ib study (NCT03800836), the 
single-arm signal-seeking cohort of IPATunity130 (NCT03337724), and the 
randomized phase III IPATunity170 trial (NCT04177108) enrolled patients with 
previously untreated mTNBC. Triplet therapy comprised intravenous atezolizumab 
840 mg (days 1 and 15), oral ipatasertib 400 mg/day (days 1-21), and intravenous 
paclitaxel 80 mg/m2 (or nab-paclitaxel 100 mg/m2; days 1, 8, and 15) every 28 
days. Exploratory translational research aimed to elucidate mechanisms and 
molecular markers of sensitivity and resistance.
RESULTS: Among 317 patients treated with the triplet, efficacy ranged across 
studies as follows: median progression-free survival (PFS) 5.4 to 7.4 months, 
objective response rate 44% to 63%, median duration of response 5.6 to 11.1 
months, and median overall survival 15.7 to 28.3 months. The safety profile was 
consistent with the known toxicities of each agent. Grade ≥3 adverse events were 
more frequent with the triplet than with doublets or single-agent paclitaxel. 
Patients with PFS >10 months were characterized by NF1, CCND3, and PIK3CA 
alterations and increased immune pathway activity. PFS <5 months was associated 
with CDKN2A/CDKN2B/MTAP alterations and lower predicted phosphorylated AKT-S473 
levels.
CONCLUSIONS: In patients with mTNBC receiving an ipatasertib/atezolizumab/taxane 
triplet regimen, molecular characteristics may identify those with particularly 
favorable or unfavorable outcomes, potentially guiding future research efforts."
B: primary resolved; secondary arm not in abstract,NCT04177108,38060199,https://pubmed.ncbi.nlm.nih.gov/38060199,https://clinicaltrials.gov/study/NCT04177108,"Pooled report of the ipatasertib/atezolizumab/paclitaxel triplet across three first-line mTNBC studies (two single-arm, plus randomized IPATunity170); abstract reports only the 317 triplet-treated patients and does not describe the randomized comparator/doublet/placebo arms' roles.",Arm B - Cohort 2 (Atezolizumab + Paclitaxel + Placebo),40.0,intervention,EXPERIMENTAL,intervention,unresolved,,intervention,True,,,"8. Clin Cancer Res. 2024 Feb 16;30(4):767-778. doi:
10.1158/1078-0432.CCR-23-2084.

First-Line Ipatasertib, Atezolizumab, and Taxane Triplet for Metastatic 
Triple-Negative Breast Cancer: Clinical and Biomarker Results.

X(27), Shah K(28), Dent R(29).

PURPOSE: To evaluate a triplet regimen combining immune checkpoint blockade, AKT 
pathway inhibition, and (nab-) paclitaxel as first-line therapy for locally 
advanced/metastatic triple-negative breast cancer (mTNBC).
PATIENTS AND METHODS: The single-arm CO40151 phase Ib study (NCT03800836), the 
single-arm signal-seeking cohort of IPATunity130 (NCT03337724), and the 
randomized phase III IPATunity170 trial (NCT04177108) enrolled patients with 
previously untreated mTNBC. Triplet therapy comprised intravenous atezolizumab 
840 mg (days 1 and 15), oral ipatasertib 400 mg/day (days 1-21), and intravenous 
paclitaxel 80 mg/m2 (or nab-paclitaxel 100 mg/m2; days 1, 8, and 15) every 28 
days. Exploratory translational research aimed to elucidate mechanisms and 
molecular markers of sensitivity and resistance.
RESULTS: Among 317 patients treated with the triplet, efficacy ranged across 
studies as follows: median progression-free survival (PFS) 5.4 to 7.4 months, 
objective response rate 44% to 63%, median duration of response 5.6 to 11.1 
months, and median overall survival 15.7 to 28.3 months. The safety profile was 
consistent with the known toxicities of each agent. Grade ≥3 adverse events were 
more frequent with the triplet than with doublets or single-agent paclitaxel. 
Patients with PFS >10 months were characterized by NF1, CCND3, and PIK3CA 
alterations and increased immune pathway activity. PFS <5 months was associated 
with CDKN2A/CDKN2B/MTAP alterations and lower predicted phosphorylated AKT-S473 
levels.
CONCLUSIONS: In patients with mTNBC receiving an ipatasertib/atezolizumab/taxane 
triplet regimen, molecular characteristics may identify those with particularly 
favorable or unfavorable outcomes, potentially guiding future research efforts."
B: primary resolved; secondary arm not in abstract,NCT04177108,38060199,https://pubmed.ncbi.nlm.nih.gov/38060199,https://clinicaltrials.gov/study/NCT04177108,"Pooled report of the ipatasertib/atezolizumab/paclitaxel triplet across three first-line mTNBC studies (two single-arm, plus randomized IPATunity170); abstract reports only the 317 triplet-treated patients and does not describe the randomized comparator/doublet/placebo arms' roles.",Arm C (Paclitaxel + Placebo + Placebo),40.0,control,EXPERIMENTAL,intervention,control,Grade ≥3 adverse events were more frequent with the triplet than with doublets or single-agent paclitaxel,control,False,,,"8. Clin Cancer Res. 2024 Feb 16;30(4):767-778. doi:
10.1158/1078-0432.CCR-23-2084.

First-Line Ipatasertib, Atezolizumab, and Taxane Triplet for Metastatic 
Triple-Negative Breast Cancer: Clinical and Biomarker Results.

X(27), Shah K(28), Dent R(29).

PURPOSE: To evaluate a triplet regimen combining immune checkpoint blockade, AKT 
pathway inhibition, and (nab-) paclitaxel as first-line therapy for locally 
advanced/metastatic triple-negative breast cancer (mTNBC).
PATIENTS AND METHODS: The single-arm CO40151 phase Ib study (NCT03800836), the 
single-arm signal-seeking cohort of IPATunity130 (NCT03337724), and the 
randomized phase III IPATunity170 trial (NCT04177108) enrolled patients with 
previously untreated mTNBC. Triplet therapy comprised intravenous atezolizumab 
840 mg (days 1 and 15), oral ipatasertib 400 mg/day (days 1-21), and intravenous 
paclitaxel 80 mg/m2 (or nab-paclitaxel 100 mg/m2; days 1, 8, and 15) every 28 
days. Exploratory translational research aimed to elucidate mechanisms and 
molecular markers of sensitivity and resistance.
RESULTS: Among 317 patients treated with the triplet, efficacy ranged across 
studies as follows: median progression-free survival (PFS) 5.4 to 7.4 months, 
objective response rate 44% to 63%, median duration of response 5.6 to 11.1 
months, and median overall survival 15.7 to 28.3 months. The safety profile was 
consistent with the known toxicities of each agent. Grade ≥3 adverse events were 
more frequent with the triplet than with doublets or single-agent paclitaxel. 
Patients with PFS >10 months were characterized by NF1, CCND3, and PIK3CA 
alterations and increased immune pathway activity. PFS <5 months was associated 
with CDKN2A/CDKN2B/MTAP alterations and lower predicted phosphorylated AKT-S473 
levels.
CONCLUSIONS: In patients with mTNBC receiving an ipatasertib/atezolizumab/taxane 
triplet regimen, molecular characteristics may identify those with particularly 
favorable or unfavorable outcomes, potentially guiding future research efforts."
B: primary resolved; secondary arm not in abstract,NCT04177108,38060199,https://pubmed.ncbi.nlm.nih.gov/38060199,https://clinicaltrials.gov/study/NCT04177108,"Pooled report of the ipatasertib/atezolizumab/paclitaxel triplet across three first-line mTNBC studies (two single-arm, plus randomized IPATunity170); abstract reports only the 317 triplet-treated patients and does not describe the randomized comparator/doublet/placebo arms' roles.",Arm A (Ipatasertib + Atezolizumab + Paclitaxel),40.0,intervention,EXPERIMENTAL,intervention,intervention,Triplet therapy comprised intravenous atezolizumab ... oral ipatasertib ... and intravenous paclitaxel ... as first-line therapy,intervention,False,,,"8. Clin Cancer Res. 2024 Feb 16;30(4):767-778. doi:
10.1158/1078-0432.CCR-23-2084.

First-Line Ipatasertib, Atezolizumab, and Taxane Triplet for Metastatic 
Triple-Negative Breast Cancer: Clinical and Biomarker Results.

X(27), Shah K(28), Dent R(29).

PURPOSE: To evaluate a triplet regimen combining immune checkpoint blockade, AKT 
pathway inhibition, and (nab-) paclitaxel as first-line therapy for locally 
advanced/metastatic triple-negative breast cancer (mTNBC).
PATIENTS AND METHODS: The single-arm CO40151 phase Ib study (NCT03800836), the 
single-arm signal-seeking cohort of IPATunity130 (NCT03337724), and the 
randomized phase III IPATunity170 trial (NCT04177108) enrolled patients with 
previously untreated mTNBC. Triplet therapy comprised intravenous atezolizumab 
840 mg (days 1 and 15), oral ipatasertib 400 mg/day (days 1-21), and intravenous 
paclitaxel 80 mg/m2 (or nab-paclitaxel 100 mg/m2; days 1, 8, and 15) every 28 
days. Exploratory translational research aimed to elucidate mechanisms and 
molecular markers of sensitivity and resistance.
RESULTS: Among 317 patients treated with the triplet, efficacy ranged across 
studies as follows: median progression-free survival (PFS) 5.4 to 7.4 months, 
objective response rate 44% to 63%, median duration of response 5.6 to 11.1 
months, and median overall survival 15.7 to 28.3 months. The safety profile was 
consistent with the known toxicities of each agent. Grade ≥3 adverse events were 
more frequent with the triplet than with doublets or single-agent paclitaxel. 
Patients with PFS >10 months were characterized by NF1, CCND3, and PIK3CA 
alterations and increased immune pathway activity. PFS <5 months was associated 
with CDKN2A/CDKN2B/MTAP alterations and lower predicted phosphorylated AKT-S473 
levels.
CONCLUSIONS: In patients with mTNBC receiving an ipatasertib/atezolizumab/taxane 
triplet regimen, molecular characteristics may identify those with particularly 
favorable or unfavorable outcomes, potentially guiding future research efforts."
